1,9.0
2,10.0
3,9.0
4,10.0
5,9.0
6,9.0
7,8.0
8,10.0
9,8.0
10,10.0
11,10.0
12,10.0
13,10.0
14,10.0
15,8.0
16,10.0
17,8.0
18,9.0
19,10.0
20,10.0
21,10.0
22,10.0
23,9.0
24,10.0
25,9.0
26,9.0
27,9.0
28,9.0
29,10.0
30,10.0
31,10.0
32,9.0
33,10.0
34,8.0
35,9.0
36,9.0
37,10.0
38,9.0
39,9.0
40,10.0
41,9.0
42,9.0
43,10.0
44,9.0
45,10.0
46,9.0
47,9.0
48,10.0
49,9.0
50,9.0
51,9.0
52,9.0
53,9.0
54,11.0
55,11.0
56,8.0
57,9.0
58,10.0
59,10.0
60,10.0
61,10.0
62,8.0
63,10.0
64,9.0
65,8.0
66,9.0
67,11.0
68,10.0
69,9.0
70,10.0
71,10.0
72,10.0
73,8.0
74,10.0
75,9.0
76,8.0
77,9.0
78,9.0
79,8.0
80,9.0
81,9.0
82,9.0
83,10.0
84,11.0
85,8.0
86,10.0
87,10.0
88,10.0
89,8.0
90,9.0
91,8.0
92,8.0
93,9.0
94,9.0
95,10.0
96,8.0
97,9.0
98,8.0
99,9.0
100,9.0
101,10.0
102,10.0
