1,-62.70833333333325
2,-64.3159722222222
3,-20.732638888888886
4,-63.71180555555544
5,-60.93749999999996
6,-13.031249999999998
7,-11.135416666666668
8,-65.47916666666661
9,-38.60763888888887
10,-30.923611111111065
11,-49.86805555555557
12,-8.84375000000001
13,-24.2222222222222
14,-65.95486111111109
15,-65.1041666666666
16,-27.989583333333336
17,-30.184027777777725
18,-64.01736111111104
19,-26.26041666666664
20,-60.63194444444454
21,-42.60763888888884
22,-15.253472222222202
23,-5.59722222222221
24,-64.24999999999994
25,-62.96874999999992
26,-63.15972222222215
27,-65.68749999999997
28,-41.920138888888886
29,-59.84722222222229
30,-45.475694444444535
31,-6.46875
32,-64.01041666666661
33,-1.92708333333333
34,-6.72916666666668
35,-57.690972222222356
36,-63.23958333333324
37,-40.54166666666661
38,-65.57291666666663
39,-64.07986111111106
40,-62.652777777777686
41,-33.07986111111107
42,-62.14583333333339
43,-63.06249999999993
44,-59.395833333333435
45,-23.625000000000018
46,-63.440972222222236
47,-49.98263888888886
48,-32.85763888888896
49,-14.621527777777798
50,-65.98263888888887
51,-29.298611111111185
52,-65.57291666666663
53,-18.11458333333336
54,-41.26388888888886
55,-19.274305555555582
56,-64.66666666666664
57,-20.166666666666636
58,-32.770833333333286
59,-62.76041666666666
60,-65.02430555555554
61,-16.312499999999957
62,-5.14583333333334
63,-14.788194444444452
64,-24.454861111111107
65,-20.857638888888907
66,-62.34722222222229
67,-55.48611111111121
68,-63.65277777777775
69,-65.61111111111106
70,-18.9201388888889
71,-65.46180555555557
72,-64.65624999999994
73,-63.08680555555544
74,-26.350694444444457
75,-60.47916666666672
76,-34.51041666666674
77,-21.24305555555557
78,-27.614583333333353
79,-32.42708333333334
80,-59.135416666666664
81,-41.54861111111109
82,-62.795138888888836
83,-20.753472222222268
84,-59.95833333333334
85,-60.711805555555536
86,-64.50694444444437
87,-50.579861111111086
88,-12.628472222222252
89,-23.118055555555554
90,-66.45138888888889
91,-64.62847222222223
92,-64.92708333333334
93,-2.87152777777777
94,-29.940972222222243
95,-62.91319444444441
96,-64.54861111111106
97,-63.58333333333329
98,-62.28472222222215
99,-13.194444444444478
100,-63.034722222222236
101,-56.50000000000007
102,-22.638888888888893
103,-57.98263888888887
104,-38.458333333333314
105,-62.347222222222186
106,-61.68055555555561
107,-14.795138888888921
108,-34.61805555555548
109,-61.95138888888883
110,-63.996527777777715
111,-30.74652777777784
112,-62.13888888888884
113,-26.704861111111125
114,-62.99652777777769
115,-65.65972222222217
116,-25.21527777777775
117,-22.486111111111132
118,-59.666666666666764
119,-56.25694444444448
120,-63.2916666666666
121,-64.40277777777771
122,-28.91319444444446
123,-45.13888888888886
124,-33.79861111111115
125,-64.21527777777769
126,-65.54513888888886
127,-64.52430555555549
128,-10.13888888888889
129,-62.27430555555547
130,-61.100694444444514
131,-21.031250000000018
132,-60.631944444444464
133,-64.28819444444446
134,-55.10069444444451
135,-27.482638888888864
136,-59.36111111111116
137,-63.05555555555553
138,-61.61805555555562
139,-19.71180555555558
140,-28.013888888888907
141,-61.48958333333335
142,-65.6284722222222
143,-47.774305555555564
144,-13.56250000000002
145,-62.50694444444448
146,-65.69791666666666
147,-55.94097222222226
148,-25.520833333333357
149,-65.65972222222219
150,-39.95138888888887
151,-57.57291666666665
152,-63.100694444444365
153,-15.045138888888928
154,-27.656250000000014
155,-64.37500000000001
156,-60.229166666666615
157,-61.34722222222221
158,-64.69791666666663
159,-64.17013888888886
160,-64.7881944444444
161,-20.100694444444404
162,-26.89236111111116
163,-27.968749999999968
164,-65.02083333333326
165,-64.51388888888887
166,-34.32291666666661
167,-26.20138888888888
